Year;Attribut; Value ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 2 094 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 2 128 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 2 166 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 2 209 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 2 257 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 2 307 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 2 360 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 2 417 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 2 478 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 2 547 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 2 614 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 2 683 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 2 748 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 2 808 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 2 860 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 2 905 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 2 946 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 2 984 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 3 022 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 3 062 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 3 104 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 56 036 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 55 833 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 55 370 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 54 978 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 54 495 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 54 267 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 57 152 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 60 527 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 62 154 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 64 051 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 66 267 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 68 905 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 71 487 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 73 142 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 75 775 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 80 103 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 85 049 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 90 418 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 95 270 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 100 522 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 106 883 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 113 747 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 120 945 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 129 884 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 139 010 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 146 874 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 154 866 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 163 034 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 115 852 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 117 848 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 119 820 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 121 659 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 123 324 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 124 860 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 126 434 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 128 038 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 129 642 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 131 280 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 133 120 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 134 995 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 136 846 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 138 694 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 140 580 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 142 541 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 144 526 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 146 456 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 148 496 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 150 534 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 152 831 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 155 231 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 157 534 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 159 825 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 162 140 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 164 517 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 167 163 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 169 848 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 87 813 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 91 177 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 94 589 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 97 730 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 100 607 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 103 282 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 105 685 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 107 556 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 109 212 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 111 053 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 113 435 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 116 348 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 119 350 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 122 506 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 125 585 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 128 674 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 132 061 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 135 384 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 138 597 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 141 776 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 145 345 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 148 908 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 152 646 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 156 506 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 160 488 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 164 628 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 168 851 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 173 299 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 9 811 598 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 10 060 390 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 10 324 296 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 10 599 841 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 10 882 694 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 11 171 143 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 11 542 695 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 12 038 496 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 12 586 371 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 13 108 253 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 13 522 340 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 13 852 356 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 14 177 393 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 14 494 016 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 14 799 764 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 15 094 685 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 15 275 899 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 15 299 569 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 15 248 801 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 15 215 006 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 15 301 520 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 15 490 391 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 15 694 390 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 15 909 983 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 16 135 761 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 16 375 501 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 16 628 256 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 16 898 531 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 118 495 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 118 457 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 118 206 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 117 659 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 116 706 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 115 602 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 114 355 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 112 965 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 111 397 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 109 709 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 108 181 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 106 473 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 104 520 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 102 430 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 100 515 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 98 878 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 97 376 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 95 834 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 94 417 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 93 155 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 92 136 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 91 140 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 90 243 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 89 365 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 88 575 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 87 882 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 87 224 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 86 668 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 107 288 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 112 183 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 117 044 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 121 900 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 127 013 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 132 276 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 137 705 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 143 397 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 149 295 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 155 525 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 161 613 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 167 426 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 173 512 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 180 052 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 186 317 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 192 388 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 198 412 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 204 126 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 209 215 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 213 677 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 218 212 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 225 220 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 243 877 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 265 582 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 274 280 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 277 199 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 281 106 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 285 723 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 73 098 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 74 027 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 75 051 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 76 147 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 77 363 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 78 738 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 80 181 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 81 661 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 83 062 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 84 290 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 85 300 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 86 145 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 86 845 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 87 420 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 87 885 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 88 222 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 88 569 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 88 967 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 89 450 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 89 884 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 90 287 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 90 616 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 91 085 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 91 514 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 92 013 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 92 566 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 93 291 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 94 155 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 50 604 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 53 176 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 55 464 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 54 533 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 54 923 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 56 256 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 60 375 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 64 462 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 66 907 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 70 757 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 73 742 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 76 435 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 78 115 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 79 645 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 83 181 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 87 209 ;;;;;;;;;
2006;Prevalence of depressive disorders (everyone); 91 594 ;;;;;;;;;
2007;Prevalence of depressive disorders (everyone); 96 364 ;;;;;;;;;
2008;Prevalence of depressive disorders (everyone); 99 625 ;;;;;;;;;
2009;Prevalence of depressive disorders (everyone); 102 635 ;;;;;;;;;
2010;Prevalence of depressive disorders (everyone); 108 897 ;;;;;;;;;
2011;Prevalence of depressive disorders (everyone); 113 863 ;;;;;;;;;
2012;Prevalence of depressive disorders (everyone); 115 440 ;;;;;;;;;
2013;Prevalence of depressive disorders (everyone); 118 262 ;;;;;;;;;
2014;Prevalence of depressive disorders (everyone); 121 491 ;;;;;;;;;
2015;Prevalence of depressive disorders (everyone); 124 902 ;;;;;;;;;
2016;Prevalence of depressive disorders (everyone); 128 762 ;;;;;;;;;
2017;Prevalence of depressive disorders (everyone); 133 031 ;;;;;;;;;
1990;Prevalence of depressive disorders (everyone); 118 860 ;;;;;;;;;
1991;Prevalence of depressive disorders (everyone); 121 535 ;;;;;;;;;
1992;Prevalence of depressive disorders (everyone); 124 509 ;;;;;;;;;
1993;Prevalence of depressive disorders (everyone); 127 822 ;;;;;;;;;
1994;Prevalence of depressive disorders (everyone); 131 470 ;;;;;;;;;
1995;Prevalence of depressive disorders (everyone); 135 466 ;;;;;;;;;
1996;Prevalence of depressive disorders (everyone); 140 049 ;;;;;;;;;
1997;Prevalence of depressive disorders (everyone); 145 123 ;;;;;;;;;
1998;Prevalence of depressive disorders (everyone); 150 506 ;;;;;;;;;
1999;Prevalence of depressive disorders (everyone); 155 971 ;;;;;;;;;
2000;Prevalence of depressive disorders (everyone); 161 612 ;;;;;;;;;
2001;Prevalence of depressive disorders (everyone); 167 202 ;;;;;;;;;
2002;Prevalence of depressive disorders (everyone); 172 867 ;;;;;;;;;
2003;Prevalence of depressive disorders (everyone); 178 568 ;;;;;;;;;
2004;Prevalence of depressive disorders (everyone); 184 339 ;;;;;;;;;
2005;Prevalence of depressive disorders (everyone); 190 036 ;;;;;;;;;
